FAA	ICAO	LATITUDE	LONGITITUDE	NAME	CITY	COUNTRY
NAT	SBNT	-5.911417	-35.247717	Augusto Severo	Natal	Brazil
	SBOI	3.855486	-51.796867	Oiapoque	Oioiapoque	Brazil
POA	SBPA	-29.994428	-51.171428	Salgado Filho	Porto Alegre	Brazil
	SBPB	-2.893747	-41.731961	Prefeito Doutor Joao Silva Filho	Parnaiba	Brazil
POO	SBPC	-21.843014	-46.567917	Pocos De Caldas	Pocos De Caldas	Brazil
PFB	SBPF	-28.243989	-52.326558	Lauro Kurtz	Passo Fundo	Brazil
PET	SBPK	-31.718353	-52.327689	Pelotas	Pelotas	Brazil
PNZ	SBPL	-9.362411	-40.569097	Senador Nilo Coelho	Petrolina	Brazil
PNB	SBPN	-10.719417	-48.399736	Porto Nacional	Porto Nacional	Brazil
PMG	SBPP	-22.549639	-55.702614	Ponta Pora	Ponta Pora	Brazil
PVH	SBPV	-8.709294	-63.902281	Governador Jorge Teixeira De Oliveira	Porto Velho	Brazil
NPZ	\N	41.4539722	-87.0070833	Porter County Municipal Airport	Valparaiso	United States
RBR	SBRB	-9.583	-67.4836	PlÃ¡cido de Castro	Rio Branco	Brazil
REC	SBRF	-8.126794	-34.923039	Guararapes Gilberto Freyre Intl	Recife	Brazil
RIG	SBRG	-32.082617	-52.166542	Rio Grande	Rio Grande	Brazil
SDU	SBRJ	-22.910461	-43.163133	Santos Dumont	Rio De Janeiro	Brazil
RAO	SBRP	-21.134167	-47.774189	Leite Lopes	Ribeirao Preto	Brazil
STU	SBSC	-22.93235	-43.719092	Santa Cruz	Rio De Janeiro	Brazil
SJK	SBSJ	-23.228172	-45.862739	Professor Urbano Ernesto Stumpf	Sao Jose Dos Campos	Brazil
SLZ	SBSL	-2.585361	-44.234139	Marechal Cunha Machado Intl	Sao Luis	Brazil
CGH	SBSP	-23.626692	-46.655375	Congonhas	Sao Paulo	Brazil
SJP	SBSR	-20.816567	-49.406511	Sao Jose Do Rio Preto	Sao Jose Do Rio Preto	Brazil
SSZ	SBST	-23.925206	-46.2875	Base Aerea De Santos	Santos	Brazil
SSA	SBSV	-12.910994	-38.331044	Deputado Luis Eduardo Magalhaes	Salvador	Brazil
TMT	SBTB	-1.4896	-56.396803	Trombetas	Oriximina	Brazil
THE	SBTE	-5.059942	-42.823478	Senador Petronio Portella	Teresina	Brazil
TFF	SBTF	-3.382944	-64.724056	Tefe	Tefe	Brazil
	SBTK	-8.155256	-70.783269	Tarauaca	Tarauaca	Brazil
	SBTL	-24.317775	-50.651592	Telemaco Borba	Telemaco Borba	Brazil
	SBTS	2.223472	-55.946056	Tirios	Obidos Tirios	Brazil
TBT	SBTT	-4.255669	-69.935828	Tabatinga	Tabatinga	Brazil
TUR	SBTU	-3.786008	-49.720267	Tucurui	Tucurui	Brazil
	SBUA	-0.148419	-66.985589	Sao Gabriel Da Cachoeira	Sao Gabriel	Brazil
PAV	SBUF	-9.400878	-38.250575	Paulo Afonso	Paulo Alfonso	Brazil
URG	SBUG	-29.782178	-57.038189	Rubem Berta	Uruguaiana	Brazil
UDI	SBUL	-18.882844	-48.225594	Ten Cel Av Cesar Bombonato	Uberlandia	Brazil
	SBUP	-20.777067	-51.564761	Urubupunga	Castilho	Brazil
UBA	SBUR	-19.765	-47.964778	Uberaba	Uberaba	Brazil
VAG	SBVG	-21.590067	-45.473342	Major Brigadeiro Trompowsky	Varginha	Brazil
BVH	SBVH	-12.694375	-60.098269	Vilhena	Vilhena	Brazil
VIX	SBVT	-20.258056	-40.286389	Goiabeiras	Vitoria	Brazil
	SBYA	0.6075	-69.185837	Iauarete	Iauarete	Brazil
QPS	SBYS	-21.984561	-47.334764	Campo Fontenelle	Piracununga	Brazil
ARI	SCAR	-18.348531	-70.338742	Chacalluta	Arica	Chile
BBA	SCBA	-45.916058	-71.689475	Balmaceda	Balmaceda	Chile
	SCBQ	-33.5618	-70.6884	El Bosque	Santiago	Chile
CCH	SCCC	-46.583341	-71.687405	Chile Chico	Chile Chico	Chile
CJC	SCCF	-22.498175	-68.903575	El Loa	Calama	Chile
	SCCH	-36.582497	-72.031367	General Bernardo O Higgins	Chillan	Chile
PUQ	SCCI	-53.002642	-70.854586	Carlos Ibanez Del Campo Intl	Punta Arenas	Chile
GXQ	SCCY	-45.594211	-72.106133	Teniente Vidal	Coyhaique	Chile
IQQ	SCDA	-20.535222	-70.181275	Diego Aracena Intl	Iquique	Chile
SCL	SCEL	-33.392975	-70.785803	Arturo Merino Benitez Intl	Santiago	Chile
ANF	SCFA	-23.444478	-70.4451	Cerro Moreno Intl	Antofagasta	Chile
	SCFM	-53.2537	-70.319228	Capitan Fuentes Martinez	Porvenir	Chile
	SCFT	-43.189167	-71.851112	Futaleufu	Futaleufu	Chile
LSQ	SCGE	-37.401731	-72.425444	Maria Dolores	Los Angeles	Chile
	SCGZ	-54.931072	-67.626261	Guardiamarina Zanartu	Puerto Williams	Chile
CCP	SCIE	-36.77265	-73.063106	Carriel Sur Intl	Concepcion	Chile
IPC	SCIP	-27.164792	-109.421831	Mataveri Intl	Easter Island	Chile
ZOS	SCJO	-40.611208	-73.061042	Canal Bajo Carlos Hott Siebert	Osorno	Chile
	SCLL	-28.596403	-70.755997	Vallenar	Vallenar	Chile
	SCRG	-34.173694	-70.775694	De La Independencia	Rancagua	Chile
	SCRM	-62.190833	-58.986667	Teniente Rodolfo Marsh Martin	Isla Rey Jorge	Antarctica
LSC	SCSE	-29.916233	-71.199522	La Florida	La Serena	Chile
	SCTB	-33.456278	-70.546667	Eulogio Sanchez	Santiago	Chile
ZCO	SCTC	-38.766819	-72.637097	Maquehue	Temuco	Chile
PMC	SCTE	-41.438886	-73.093953	El Tepual Intl	Puerto Montt	Chile
WCH	SCTN	-42.932808	-72.699114	Chaiten	Chaiten	Chile
ZAL	SCVD	-39.649956	-73.086111	Pichoy	Valdivia	Chile
ATF	SEAM	-1.212067	-78.574636	Chachoan	Ambato	Ecuador
	SECM	-1.706275	-79.378936	Hacienda Clementina	Clementia	Ecuador
OCC	SECO	-0.462886	-76.986842	Francisco De Orellana	Coca	Ecuador
CUE	SECU	-2.889467	-78.984397	Mariscal Lamar	Cuenca	Ecuador
GPS	SEGS	-0.453758	-90.265914	Seymour	Galapagos	Ecuador
GYE	SEGU	-2.157419	-79.883558	Jose Joaquin De Olmedo Intl	Guayaquil	Ecuador
	SEGZ	-3.423214	-78.566994	Gualaquiza	Gualaquiza	Ecuador
	SEIB	0.338419	-78.136422	Atahualpa	Ibarra	Ecuador
	SEKK	0.184203	-79.391956	Km 192	Km-192	Ecuador
	SELJ	-1.704381	-79.552261	Hacienda La Julia	La Julia	Ecuador
	SELT	-0.906833	-78.615756	Cotopaxi Intl	Latacunga	Ecuador
	SEMA	-4.378231	-79.941022	Jose Maria Velasco Ibarra	Macara	Ecuador
XMS	SEMC	-2.299167	-78.12075	Coronel E Carvajal	Macas	Ecuador
MCH	SEMH	-3.268903	-79.961572	General Manuel Serrano	Machala	Ecuador
	SEMO	-2.067014	-76.975742	Montalvo	Montalvo	Ecuador
MEC	SEMT	-0.946078	-80.678808	Eloy Alfaro Intl	Manta	Ecuador
	SEMX	-2.851097	-79.803619	Maragrosa	Maragrosa	Ecuador
	SEPS	-3.319667	-79.769165	Amable Calle Gutierrez	Pasaje	Ecuador
PVO	SEPV	-1.041647	-80.472206	Reales Tamarindos	Portoviejo	Ecuador
	SEQE	-0.9894	-79.465114	Quevedo	Quevedo	Ecuador
UIO	SEQU	-0.141144	-78.488214	Mariscal Sucre Intl	Quito	Ecuador
	SERB	-1.653433	-78.656142	Chimborazo	Riobamba	Ecuador
	SERO	-3.435161	-79.977817	Coronel Artilleria Victor Larrea	Santa Rosa	Ecuador
SNC	SESA	-2.204994	-80.988878	General Ulpiano Paez	Salinas	Ecuador
	SESD	-0.248222	-79.214447	Santo Domingo Los Colorados	Santo Domingo	Ecuador
	SETA	-2.261036	-79.680169	Taura	Taura	Ecuador
	SETE	-0.986767	-77.819447	Mayor Galo Torres	Tena	Ecuador
TPC	SETR	-0.122956	-76.33775	Tarapoa	Tarapoa	Ecuador
TUA	SETU	0.809506	-77.708056	Teniente Coronel Luis A Mantilla	Tulcan	Ecuador
	\N	37.812545	-107.662994	Silverton	Silverton	United States
ASU	SGAS	-25.23985	-57.519133	Silvio Pettirossi Intl	Asuncion	Paraguay
	SGAY	-27.37065	-56.853944	Juan De Ayolas	Ayolas	Paraguay
	SGCO	-23.44175	-57.427122	Teniente Col Carmelo Peralta	Conception	Paraguay
	SGIB	-25.407853	-54.619417	Itaipu	Itaipu	Paraguay
	SGME	-22.044986	-60.621694	Dr Luis Maria Argana Intl	Mariscal Estigarribia	Paraguay
	SGPI	-26.881467	-58.318036	Carlos Miguel Gimenez	Pilar	Paraguay
AXM	SKAR	4.452775	-75.766447	El Eden	Armenia	Colombia
PUU	SKAS	0.505228	-76.500836	Tres De Mayo	Puerto Asis	Colombia
	SKBC	9.045542	-73.974931	Las Flores	El Banco	Colombia
BGA	SKBG	7.1265	-73.184778	Palonegro	Bucaramanga	Colombia
BOG	SKBO	4.701594	-74.146947	Eldorado Intl	Bogota	Colombia
BAQ	SKBQ	10.889589	-74.780819	Ernesto Cortissoz	Barranquilla	Colombia
BSC	SKBS	6.202917	-77.394675	Jose Celestino Mutis	Bahia Solano	Colombia
BUN	SKBU	3.819628	-76.989767	Gerardo Tobar Lopez	Buenaventura	Colombia
CUC	SKCC	7.927567	-72.511547	Camilo Daza	Cucuta	Colombia
CTG	SKCG	10.442381	-75.512961	Rafael Nunez	Cartagena	Colombia
CLO	SKCL	3.543222	-76.381583	Alfonso Bonilla Aragon Intl	Cali	Colombia
TCO	SKCO	1.814417	-78.749228	La Florida	Tumaco	Colombia
CZU	SKCZ	9.332742	-75.285594	Las Brujas	Corozal	Colombia
EJA	SKEJ	7.024331	-73.8068	Yariguies	Barrancabermeja	Colombia
FLA	SKFL	1.589189	-75.564372	Gustavo Artunduaga Paredes	Florencia	Colombia
	SKGI	4.276242	-74.796692	Santiago Vila	Girardot	Colombia
MXY	\N	61.4370608	-142.90307372	McCarthy Airport	McCarthy	United States
GPI	SKGP	2.570133	-77.8986	Juan Casiano	Guapi	Colombia
	SKGY	4.812333	-74.064919	Guaymaral	Guaymaral	Colombia
IBE	SKIB	4.421608	-75.1333	Perales	Ibague	Colombia
IPI	SKIP	0.861925	-77.671764	San Luis	Ipiales	Colombia
	SKLC	7.811956	-76.716428	Antonio Roldan Betancourt	Carepa	Colombia
	SKLM	11.232528	-72.490139	La Mina	La Mina	Colombia
LET	SKLT	-4.193549	-69.943163	Alfredo Vasquez Cobo	Leticia	Colombia
EOH	SKMD	6.219958	-75.590519	Olaya Herrera	Medellin	Colombia
MGN	SKMG	9.284739	-74.846092	Baracoa	Magangue	Colombia
MTR	SKMR	8.823744	-75.825831	Los Garzones	Monteria	Colombia
MVP	SKMU	1.253664	-70.233878	Fabio Alberto Leon Bentley	Mitu	Colombia
MZL	SKMZ	5.029597	-75.464708	La Nubia	Manizales	Colombia
NVA	SKNV	2.95015	-75.294	Benito Salas	Neiva	Colombia
OCV	SKOC	8.315061	-73.358331	Aguas Claras	Ocana	Colombia
OTU	SKOT	7.010369	-74.715497	Otu	Otu	Colombia
	SKPB	12.221483	-71.984817	Puerto Bolivar	Puerto Bolivar	Colombia
PCR	SKPC	6.184717	-67.493164	Puerto Carreno	Puerto Carreno	Colombia
PEI	SKPE	4.812675	-75.739519	Matecana	Pereira	Colombia
	SKPI	1.857769	-76.085719	Pitalito	Pitalito	Colombia
PPN	SKPP	2.4544	-76.609319	Guillermo Leon Valencia	Popayan	Colombia
PSO	SKPS	1.396247	-77.291478	Antonio Narino	Pasto	Colombia
PVA	SKPV	13.356944	-81.35833	El Embrujo	Providencia	Colombia
	SKQU	5.212556	-74.883647	Mariquita	Mariquita	Colombia
MDE	SKRG	6.164536	-75.423119	Jose Maria Cordova	Rio Negro	Colombia
RCH	SKRH	11.526222	-72.925958	Almirante Padilla	Rio Hacha	Colombia
SJE	SKSJ	2.579694	-72.639358	Jorge E Gonzalez Torres	San Jose Del Guaviare	Colombia
SMR	SKSM	11.11965	-74.230647	Simon Bolivar	Santa Marta	Colombia
ADZ	SKSP	12.583594	-81.711192	Gustavo Rojas Pinilla	San Andres Island	Colombia
SVI	SKSV	2.152175	-74.76635	Eduardo Falla Solano	San Vincente De Caguan	Colombia
TME	SKTM	6.451081	-71.760261	Tame	Tame	Colombia
AUC	SKUC	7.068881	-70.736925	Santiago Perez	Arauca	Colombia
UIB	SKUI	5.690758	-76.641181	El Carano	Quibdo	Colombia
ULQ	SKUL	4.088358	-76.235133	Farfan	Tulua	Colombia
VUP	SKVP	10.435042	-73.249506	Alfonso Lopez Pumarejo	Valledupar	Colombia
VVC	SKVV	4.167875	-73.613761	Vanguardia	Villavicencio	Colombia
BJO	SLBJ	-22.773336	-64.312881	Bermejo	Bermejo	Bolivia
CBB	SLCB	-17.421058	-66.177114	Jorge Wilsterman	Cochabamba	Bolivia
	SLCH	-16.990019	-65.141533	Chimore	Chapacura	Bolivia
CIJ	SLCO	-11.040436	-68.782972	Heroes Del Acre	Cobija	Bolivia
LPB	SLLP	-16.513339	-68.192256	El Alto Intl	La Paz	Bolivia
	SLOR	-17.962589	-67.076236	Juan Mendoza	Oruro	Bolivia
POI	SLPO	-19.543069	-65.723706	Capitan Nicolas Rojas	Potosi	Bolivia
PSZ	SLPS	-18.975281	-57.820586	Tte De Av Salvador Ogaya G	Puerto Suarez	Bolivia
	SLSA	-13.762208	-65.435158	Santa Ana Del Yacuma	Santa Ana	Bolivia
SRE	SLSU	-19.007083	-65.288747	Juana Azurduy De Padilla	Sucre	Bolivia
TJA	SLTJ	-21.555736	-64.701325	Capitan Oriel Lea Plaza	Tarija	Bolivia
TDD	SLTR	-14.818739	-64.918019	Tte Av Jorge Henrich Arauz	Trinidad	Bolivia
	SLVM	-21.255231	-63.405611	Tcnl Rafael Pabon	Villa Montes	Bolivia
VVI	SLVR	-17.644756	-63.135364	Viru Viru Intl	Santa Cruz	Bolivia
BYC	SLYA	-21.960925	-63.651669	Yacuiba	Yacuiba	Bolivia
PBM	SMJP	5.452831	-55.187783	Johan A Pengel Intl	Zandery	Suriname
CAY	SOCA	4.819808	-52.360447	Rochambeau	Cayenne	French Guiana
	SOOG	3.8976	-51.804083	St Georges De L Oyapock	St.-georges Oyapock	French Guiana
	SPAB	-5.256767	-79.442856	Huancabamba	Huancabamba	Peru
	SPAS	-2.796128	-76.466617	Alferez Vladimir Sara Bauer	Andoas	Peru
	SPAY	-10.729117	-73.766503	Atalaya	Atalaya	Peru
SWD	\N	60.1269383	-149.4188122	Seward Airport	Seward	United States
	SPBR	-11.411578	-69.488711	Iberia	Iberia	Peru
PCL	SPCL	-8.377939	-74.574297	Cap Fap David Abenzur Rengifo Intl	Pucallpa	Peru
CHM	SPEO	-9.149614	-78.52385	Teniente Jaime A De Montreuil Morales	Chimbote	Peru
	SPEP	-9.768131	-70.706456	Puerto Esperanza	Puerto Esperanza	Peru
	SPEQ	-17.178961	-70.930803	Cesar Torke Podesta	Moquegua	Peru
CIX	SPHI	-6.787475	-79.828097	Capt Jose A Quinones Gonzales Intl	Chiclayo	Peru
AYP	SPHO	-13.154819	-74.204417	Coronel Fap Alfredo Mendivil Duarte	Ayacucho	Peru
ANS	SPHY	-13.706408	-73.350378	Andahuaylas	Andahuaylas	Peru
ATA	SPHZ	-9.347444	-77.598392	Comandante Fap German Arias Graziani	Anta	Peru
LIM	SPIM	-12.021889	-77.114319	Jorge Chavez Intl	Lima	Peru
JJI	SPJI	-7.1691	-76.728561	Juanjui	Juanjui	Peru
	SPJJ	-11.783144	-75.473394	Francisco Carle	Jauja	Peru
JUL	SPJL	-15.467103	-70.158169	Juliaca	Juliaca	Peru
MGC	KMGC	41.7033	-86.8211	Michigan City Municipal Airport	Michigan City	United States
	SPLO	-17.695036	-71.343964	Ilo	Ilo	Peru
	SPLP	-12.160708	-76.998942	Las Palmas	Las Palmas	Peru
TBP	SPME	-3.552528	-80.381356	Pedro Canga	Tumbes	Peru
YMS	SPMS	-5.893772	-76.118211	Moises Benzaquen Rengifo	Yurimaguas	Peru
	SPOL	-11.9287	-77.061139	Collique	Collique	Peru
CHH	SPPY	-6.201806	-77.856064	Chachapoyas	Chachapoyas	Peru
IQT	SPQT	-3.784739	-73.308806	Coronel Francisco Secada Vignetta Intl	Iquitos	Peru
AQP	SPQU	-16.341072	-71.583083	Rodriguez Ballon	Arequipa	Peru
	SPRM	-11.128639	-75.3505	San Ramon	San Ramon	Peru
TRU	SPRU	-8.081411	-79.108761	Capitan Carlos Martinez De Pinillos	Trujillo	Peru
PIO	SPSO	-13.744864	-76.220284	Pisco Intl	Pisco	Peru
TPP	SPST	-6.508742	-76.373247	Cadete Guillermo Del Castillo Paredes	Tarapoto	Peru
TCQ	SPTN	-18.053333	-70.275833	Coronel Carlos Ciriani Santa Rosa Intl	Tacna	Peru
PEM	SPTU	-12.613611	-69.228611	Padre Aldamiz	Puerto Maldonado	Peru
PIU	SPUR	-5.20575	-80.616444	Capitan Fap Guillermo Concha Iberico	Piura	Peru
TYL	SPYL	-4.576639	-81.254139	Capitan Montes	Talara	Peru
	RJAN	34.366944	139.268611	Niijima Airport	Niijima	Japan
CUZ	SPZO	-13.535722	-71.938781	Teniente Alejandro Velasco Astete Intl	Cuzco	Peru
	SUAA	-34.789208	-56.264703	Angel S Adami	Montevideo	Uruguay
	SUDU	-33.358867	-56.499172	Santa Bernardina Intl	Durazno	Uruguay
	\N	48.443965	-113.218556	East Glacier Park Amtrak Station	East Glacier	United States
MVD	SUMU	-34.838417	-56.030806	Carrasco Intl	Montevideo	Uruguay
STY	SUSO	-31.438481	-57.985294	Nueva Hesperides Intl	Salto	Uruguay
AGV	SVAC	9.553422	-69.237536	Oswaldo Guevara Mujica	Acarigua	Venezuela
AAO	SVAN	9.430225	-64.470725	Anaco	Anaco	Venezuela
	SVAT	4.051819	-67.701072	San Fernando De Atabapo	San Fernando Deatabapo	Venezuela
BLA	SVBC	10.107139	-64.689161	General Jose Antonio Anzoategui Intl	Barcelona	Venezuela
BNS	SVBI	8.619575	-70.220825	Barinas	Barinas	Venezuela
	SVBL	10.183375	-67.557319	El Libertador Ab	Maracaibo	Venezuela
BRM	SVBM	10.042747	-69.358619	Barquisimeto Intl	Barquisimeto	Venezuela
CBL	SVCB	8.121898	-63.537353	Ciudad Bolivar	Ciudad Bolivar	Venezuela
	SVCD	7.626078	-66.164917	Caicara Del Orinoco	Caicara De Orinoco	Venezuela
	SVCJ	9.647722	-68.574656	San Carlos	San Carlos	Venezuela
	SVCL	8.924656	-67.417094	Calabozo	Calabozo	Venezuela
CAJ	SVCN	6.231989	-62.854433	Canaima	Canaima	Venezuela
	SVCO	10.175603	-70.065214	Carora	Carora	Venezuela
CUP	SVCP	10.660014	-63.261681	General Jose Francisco Bermudez	Carupano	Venezuela
CZE	SVCR	11.414867	-69.681656	Jose Leonardo Chirinos	Coro	Venezuela
	SVCS	10.286589	-66.816219	Oscar Machado Zuloaga	Caracas	Venezuela
CUM	SVCU	10.450333	-64.130472	Antonio Jose De Sucre	Cumana	Venezuela
	SVCZ	9.372167	-66.922989	Capitan Manuel Rios Guarico Airbase	Carrizal	Venezuela
	SVED	6.715438	-61.639219	El Dorado	El Dorado	Venezuela
	SVEZ	7.059722	-69.496694	Elorza	Elorza	Venezuela
	SVGD	7.211081	-70.75645	Guasdualito	Guasdualito	Venezuela
GUI	SVGI	10.574078	-62.312667	Guiria	Guiria	Venezuela
GUQ	SVGU	9.026944	-69.75515	Guanare	Guanare	Venezuela
	SVHG	10.462453	-66.092758	Higuerote	Higuerote	Venezuela
	SVIE	10.794406	-63.981589	Andres Miguel Salazar Marcano	Isla De Coche	Venezuela
LSP	SVJC	11.780775	-70.151497	Josefa Camejo	Paraguana	Venezuela
	SVJM	9.906953	-67.379639	San Juan De Los Morros	San Juan De Los Morros	Venezuela
LFR	SVLF	8.239167	-72.271028	La Fria	La Fria	Venezuela
	SVLO	11.808822	-66.179214	La Orchila	La Orchila	Venezuela
MAR	SVMC	10.558208	-71.727856	La Chinita Intl	Maracaibo	Venezuela
MRD	SVMD	8.582294	-71.161186	Alberto Carnevalli	Merida	Venezuela
PMV	SVMG	10.912926	-63.967581	Del Caribe Intl Gen Santiago Marino	Porlamar	Venezuela
CCS	SVMI	10.603117	-66.990583	Simon Bolivar Intl	Caracas	Venezuela
MUN	SVMT	9.749067	-63.1534	Maturin	Maturin	Venezuela
PYH	SVPA	5.619992	-67.606103	Casique Aramare	Puerto Ayacucho	Venezuela
PBL	SVPC	10.4805	-68.073025	General Bartolome Salom Intl	Puerto Cabello	Venezuela
	SVPM	7.801317	-72.202847	Paramillo	San Cristobal	Venezuela
PZO	SVPR	8.288528	-62.760361	General Manuel Carlos Piar	Guayana	Venezuela
	SVPT	7.575706	-70.174328	Palmarito	Palmarito	Venezuela
SVZ	SVSA	7.840831	-72.439742	San Antonio Del Tachira	San Antonio	Venezuela
	SVSB	7.803514	-71.165717	Santa Barbara De Barinas	Santa Barbara	Venezuela
	SVSE	4.554722	-61.144922	Santa Elena De Uairen	Santa Ana De Uairen	Venezuela
STD	SVSO	7.565111	-72.035125	Mayor Buenaventura Vivas	Santo Domingo	Venezuela
SFH	SVSP	10.278728	-68.755211	Sub Teniente Nestor Arias	San Felipe	Venezuela
SFD	SVSR	7.883317	-67.444025	San Fernando De Apure	San Fernando De Apure	Venezuela
SOM	SVST	8.945147	-64.151083	San Tome	San Tome	Venezuela
STB	SVSZ	8.974425	-71.943014	Santa Barbara Del Zulia	Santa Barbara	Venezuela
TUV	SVTC	9.088994	-62.094175	Tucupita	Tucupita	Venezuela
	SVTM	7.249381	-61.528933	Tumeremo	Tumeremo	Venezuela
VLN	SVVA	10.149733	-67.9284	Arturo Michelena Intl	Valencia	Venezuela
	EDVI	51.4838	9.2259	Flugplatz Hoexter Holzminden	Hoexter Holzminden	Germany
VLV	SVVL	9.340797	-70.584089	Dr Antonio Nicolas Briceno	Valera	Venezuela
VDP	SVVP	9.222028	-65.993583	Valle De La Pascua	Valle De La Pascua	Venezuela
	SYLD	5.965922	-58.270336	Linden	Linden	Guyana
LTM	SYLT	3.372761	-59.789439	Lethem	Lethem	Guyana
ANU	TAPA	17.136749	-61.792667	V C Bird Intl	Antigua	Antigua and Barbuda
BGI	TBPB	13.074603	-59.492456	Grantley Adams Intl	Bridgetown	Barbados
DCF	TDCF	15.336719	-61.392211	Canefield	Canefield	Dominica
DOM	TDPD	15.547028	-61.3	Melville Hall	Dominica	Dominica
FDF	TFFF	14.591033	-61.003175	Le Lamentin	Fort-de-france	Martinique
SFG	TFFG	18.099914	-63.047197	Grand Case	St. Martin	Guadeloupe
PTP	TFFR	16.265306	-61.531806	Le Raizet	Pointe-a-pitre	Guadeloupe
GND	TGPY	12.004247	-61.786192	Point Salines Intl	Point Salines	Grenada
STT	TIST	18.337306	-64.973361	Cyril E King	St. Thomas	Virgin Islands
STX	TISX	17.701889	-64.798556	Henry E Rohlsen	St. Croix Island	Virgin Islands
BQN	TJBQ	18.494861	-67.129444	Rafael Hernandez	Aguadilla	Puerto Rico
FAJ	TJFA	18.308889	-65.661861	Diego Jimenez Torres	Fajardo	Puerto Rico
SIG	TJIG	18.456828	-66.098139	Fernando Luis Ribas Dominicci	San Juan	Puerto Rico
MAZ	TJMZ	18.255694	-67.148472	Eugenio Maria De Hostos	Mayaguez	Puerto Rico
PSE	TJPS	18.008306	-66.563028	Mercedita	Ponce	Puerto Rico
SJU	TJSJ	18.439417	-66.001833	Luis Munoz Marin Intl	San Juan	Puerto Rico
SKB	TKPK	17.311194	-62.718667	Robert L Bradshaw	Basse Terre	Saint Kitts and Nevis
	EDLD	51.3659	6.5155	Dinslaken Schwarze-Heide	Dinslaken	Germany
SLU	TLPC	14.020228	-60.992936	George F L Charles	Castries	Saint Lucia
UVF	TLPL	13.733194	-60.952597	Hewanorra Intl	Hewandorra	Saint Lucia
AUA	TNCA	12.501389	-70.015221	Reina Beatrix Intl	Oranjestad	Aruba
BON	TNCB	12.131044	-68.268511	Flamingo	Kralendijk	Netherlands Antilles
CUR	TNCC	12.188853	-68.959803	Hato	Willemstad	Netherlands Antilles
EUX	TNCE	17.496492	-62.979439	F D Roosevelt	Oranjestad	Netherlands Antilles
SXM	TNCM	18.040953	-63.1089	Princess Juliana Intl	Philipsburg	Netherlands Antilles
AXA	TQPF	18.204834	-63.055084	Wallblake	The Valley	Anguilla
TAB	TTCP	11.149658	-60.832194	Crown Point	Scarborough	Trinidad and Tobago
POS	TTPP	10.595369	-61.337242	Piarco	Port-of-spain	Trinidad and Tobago
EIS	TUPJ	18.444834	-64.542975	Terrance B Lettsome Intl	Tortola	British Virgin Islands
AET	PFAL	66.5519	-152.6222	Allakaket Airport	Allakaket	United States
CIW	TVSC	12.699042	-61.342431	Canouan	Canouan Island	Saint Vincent and the Grenadines
MQS	TVSM	12.887947	-61.180161	Mustique	Mustique	Saint Vincent and the Grenadines
SVD	TVSV	13.144306	-61.210861	E T Joshua	Kingstown	Saint Vincent and the Grenadines
ALA	UAAA	43.352072	77.040508	Almaty	Alma-ata	Kazakhstan
	UAAH	46.893333	75.005	Balkhash	Balkhash	Kazakhstan
TSE	UACC	51.022222	71.466944	Astana Intl	Tselinograd	Kazakhstan
DMB	UADD	42.853611	71.303611	Taraz	Dzhambul	Kazakhstan
FRU	UAFM	43.061306	74.477556	Manas	Bishkek	Kyrgyzstan
OSS	UAFO	40.608989	72.793269	Osh	Osh	Kyrgyzstan
CIT	UAII	42.364167	69.478889	Shymkent	Chimkent	Kazakhstan
YAK	PAYA	59.3012	-139.3937	Yakutat	Yakutat	United States
URA	UARR	51.150833	51.543056	Uralsk	Uralsk	Kazakhstan
PWQ	UASP	52.195	77.073889	Pavlodar	Pavlodar	Kazakhstan
PLX	UASS	50.3513	80.2344	Semipalatinsk	Semiplatinsk	Kazakhstan
	UATE	43.86005	51.091978	Aktau	Shevchenko	Kazakhstan
AKX	UATT	50.245833	57.206667	Aktyubinsk	Aktyubinsk	Kazakhstan
GYD	UBBB	40.4675	50.046667	Heydar Aliyev	Baku	Azerbaijan
YKS	UEEE	62.09325	129.770672	Yakutsk	Yakutsk	Russia
MJZ	UERR	62.534689	114.038928	Mirny	Mirnyj	Russia
BQS	UHBB	50.425394	127.412478	Ignatyevo	Blagoveschensk	Russia
KHV	UHHH	48.528044	135.188361	Novy	Khabarovsk	Russia
MQT	KMQT	46.353611	-87.395278	Sawyer International Airport	Marquette	United States
PVS	UHMD	64.378139	-173.243306	Provideniya Bay	Provideniya Bay	Russia
GDX	UHMM	59.910989	150.720439	Sokol	Magadan	Russia
PWE	UHMP	69.783283	170.597006	Pevek	Pevek	Russia
PKC	UHPP	53.167889	158.453669	Yelizovo	Petropavlovsk	Russia
UUS	UHSS	46.888672	142.717531	Khomutovo	Yuzhno-sakhalinsk	Russia
VVO	UHWW	43.398953	132.148017	Knevichi	Vladivostok	Russia
HTA	UIAA	52.026317	113.305556	Kadala	Chita	Russia
BTK	UIBB	56.370556	101.698331	Bratsk	Bratsk	Russia
IKT	UIII	52.268028	104.388975	Irkutsk	Irkutsk	Russia
UUD	UIUU	51.807764	107.437644	Mukhino	Ulan-ude	Russia
KBP	UKBB	50.345	30.894722	Boryspil Intl	Kiev	Ukraine
DOK	UKCC	48.073611	37.739722	Donetsk Intl	Donetsk	Ukraine
DNK	UKDD	48.357222	35.100556	Dnipropetrovsk Intl	Dnepropetrovsk	Ukraine
SIP	UKFF	45.052222	33.975139	Simferopol Intl	Simferopol	Ukraine
